"z000001a","t","wave","year","cohort","sex","yob","hle","pinc","hhinc","marstat","z000002a","jczf001a","jczf002a","jczf003a","jczf004a","jczf005a","jczf006a","jczf007a","jazc039a","jczq009a","jczf030a","jczf031a","jczf032a","jczf033a","jczf034a","jczf035a","jczf036a","jczf037a","jczf038a","jczf039a","jczj074a","jczj075a","jczj079a","jcdu080a","jcdu081a","jcdu082a","jcct087a"
853204502,59,"jc",2022,2,"2",1947,"4",15,7,"2","ZA5665","1","1","2","1","4","1","3","1","4","0","0","0","0","0","0","0","0","0","0","4","3","4","3","2","1","2"
178380404,59,"jc",2022,4,"2",1954,"7",12,6,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384126904,59,"jc",2022,4,"2",1971,"4",7,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653216103,59,"jc",2022,3,"1",1956,"5",6,5,"2","ZA5665","2","3","5","1","4","2","4","6","4","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","2","4"
114796102,59,"jc",2022,3,"2",1962,"5",3,8,"2","ZA5665","1","1","1","1","3","1","2","3","5","0","0","0","0","0","0","1","1","0","0","3","3","2","3","2","2","2"
787703101,59,"jc",2022,1,"1",1947,"4",9,4,"2","ZA5665","1","1","1","5","5","4","3","98","4","0","0","0","0","0","0","1","0","0","0","4","4","4","3","1","1","3"
546408902,59,"jc",2022,1,"1",1943,"4",7,2,"2","ZA5665","1","1","1","1","2","4","97","98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","5","98","2","2","2"
895161804,59,"jc",2022,4,"2",1969,"7",13,9,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757909701,59,"jc",2022,1,"2",1946,"6",1,4,"2","ZA5665","1","1","1","1","2","4","1","5","5","1","0","0","0","0","0","1","0","0","0","5","5","5","2","2","1","1"
164735002,59,"jc",2022,2,"2",1991,"7",10,7,"2","ZA5665","2","2","1","1","4","3","1","98","4","0","1","1","1","0","0","1","1","0","0","5","3","3","2","1","1","2"
280613902,59,"jc",2022,1,"1",1987,"5",10,7,"4","ZA5665","1","3","2","5","5","5","1","3","3","0","0","0","1","0","0","1","0","0","0","3","3","2","3","1","1","3"
255134701,59,"jc",2022,3,"1",1944,"5",10,6,"2","ZA5665","1","2","1","5","3","1","4","2","4","0","0","0","0","0","0","1","0","0","0","4","3","5","3","2","1","3"
120029504,59,"jc",2022,4,"2",1956,"5",10,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621434201,59,"jc",2022,1,"2",1963,"5",4,7,"2","ZA5665","1","1","1","1","5","4","2","5","4","0","0","0","0","0","0","1","1","0","0","3","3","2","3","2","2","2"
777764901,59,"jc",2022,2,"2",1948,"7",13,8,"2","ZA5665","4","2","2","2","4","2","1","4","5","0","0","0","0","0","0","0","0","0","0","3","3","3","4","3","3","3"
892868002,59,"jc",2022,1,"2",1981,"7",7,9,"2","ZA5665","2","1","1","4","3","4","1","5","3","1","0","0","1","0","0","1","1","0","0","2","2","2","2","2","1","3"
354803103,59,"jc",2022,3,"1",1991,"5",6,98,"1","ZA5665","1","1","2","3","2","4","1","98","3","0","0","1","0","0","0","1","0","1","0","2","2","2","98","98","98","4"
303078502,59,"jc",2022,4,"1",1956,"6",7,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224919402,59,"jc",2022,1,"1",1947,"5",14,5,"4","ZA5665","1","2","2","1","3","5","1","1","5","1","0","1","0","0","0","1","0","0","0","2","2","2","3","3","2","2"
981903902,59,"jc",2022,3,"2",1974,"7",12,9,"2","ZA5665","1","2","4","5","5","3","1","5","4","1","0","0","0","0","0","1","0","0","0","5","5","5","2","2","1","3"
646743502,59,"jc",2022,1,"2",1957,"5",5,7,"2","ZA5665","1","1","1","1","2","4","4","98","4","0","0","0","0","0","0","0","0","0","0","3","3","3","98","2","2","2"
360271604,59,"jc",2022,1,"1",1995,"7",97,1,"1","ZA5665","2","2","1","2","5","5","2","5","5","0","0","1","1","0","0","1","0","0","0","4","3","5","1","98","1","2"
203878701,59,"jc",2022,1,"1",1946,"5",9,4,"5","ZA5665","1","1","1","1","2","4","97","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","2","2","2","2","2","3"
831838401,59,"jc",2022,1,"2",1962,"5",9,3,"2","ZA5665","1","1","1","1","4","2","4","98","5","0","0","0","0","0","0","1","0","0","0","3","4","3","3","1","1","3"
785554701,59,"jc",2022,4,"1",1953,NA,14,3,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981142201,59,"jc",2022,3,"2",1982,"7",6,9,"2","ZA5665","2","2","1","3","4","4","1","5","4","0","0","0","0","0","0","0","0","0","0","4","3","5","3","2","1","2"
545098001,59,"jc",2022,1,"2",1981,"4",2,5,"2","ZA5665","2","3","1","4","4","4","4","1","3","0","0","1","0","0","0","1","0","0","0","3","3","3","3","98","1","3"
338391804,59,"jc",2022,3,"2",1954,"5",11,8,"2","ZA5665","5","2","2","1","4","2","2","2","3","0","0","0","0","0","0","1","0","0","0","3","2","2","2","2","1","3"
102003501,59,"jc",2022,1,"2",1967,"7",11,8,"2","ZA5665","1","2","1","5","2","1","2","3","4","1","0","1","0","0","0","1","1","0","0","3","2","4","2","2","2","2"
660256001,59,"jc",2022,1,"1",1963,"4",13,7,"1","ZA5665","1","2","1","4","2","4","2","2","4","0","0","0","0","0","0","1","0","0","0","3","3","4","3","2","2","2"
428784102,59,"jc",2022,1,"1",1950,"7",5,4,"2","ZA5665","1","4","5","1","3","4","2","4","3","1","0","0","0","0","0","1","0","0","0","4","3","5","3","3","3","2"
771701201,59,"jc",2022,1,"2",1958,"5",5,9,"2","ZA5665","2","4","4","4","5","3","2","1","5","1","0","0","0","0","0","1","1","0","0","3","3","5","3","2","1","2"
811489503,59,"jc",2022,1,"1",1965,"7",15,8,"3","ZA5665","2","1","1","2","4","2","1","2","4","1","0","1","0","0","0","1","0","1","0","4","2","3","2","2","1","3"
448737304,59,"jc",2022,4,"1",1946,"4",3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223913704,59,"jc",2022,3,"1",1950,"7",13,7,"2","ZA5665","1","2","4","1","4","3","2","5","4","0","0","0","0","0","0","1","0","0","0","4","3","3","3","2","1","2"
965863001,59,"jc",2022,4,"1",1993,"7",97,5,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486068203,59,"jc",2022,1,"2",1963,"7",98,98,"2","ZA5665","2","2","2","1","4","2","2","5","4","0","0","0","0","0","0","1","0","0","0","4","4","4","1","2","1","2"
101230001,59,"jc",2022,1,"2",1963,"5",1,5,"2","ZA5665","1","3","1","1","3","2","97","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","2","2","2"
577075502,59,"jc",2022,1,"2",1973,"7",10,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696949001,59,"jc",2022,1,"1",1965,"7",13,9,"2","ZA5665","2","2","1","3","4","3","2","5","4","0","0","1","0","0","0","1","0","0","0","4","3","3","2","2","1","2"
792084804,59,"jc",2022,3,"2",1957,"5",9,7,"2","ZA5665","1","2","2","1","5","4","1","5","4","0","0","0","0","0","0","1","0","0","0","3","3","3","4","3","1","2"
986537401,59,"jc",2022,1,"1",1951,"4",9,4,"2","ZA5665","1","4","1","1","4","4","4","98","4","0","0","0","0","0","0","1","0","0","0","2","2","2","3","2","2","3"
646022302,59,"jc",2022,3,"1",1980,"7",5,4,"1","ZA5665","1","2","2","5","5","3","3","1","4","1","0","1","0","0","0","0","0","0","0","4","4","4","3","1","1","3"
653884301,59,"jc",2022,1,"1",1959,"6",98,98,"2","ZA5665","2","4","2","5","4","4","3","5","4","0","0","0","0","0","0","1","0","0","0","4","3","4","1","2","1","3"
606282204,59,"jc",2022,3,"2",1987,"5",4,3,"1","ZA5665","1","2","2","5","5","4","1","6","3","1","0","0","0","0","0","1","1","0","1","3","3","2","4","3","1","3"
532222101,59,"jc",2022,1,"1",1966,"7",13,8,"2","ZA5665","1","1","1","3","3","2","3","2","4","0","0","0","0","0","0","0","0","0","0","4",NA,"4","2","2","2","2"
957587001,59,"jc",2022,1,"2",1968,"7",13,6,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372450501,59,"jc",2022,2,"2",1974,"5",97,98,"2","ZA5665","1","1","4","4","5","4","2","7","3","0","0","1","0","0","0","1","0","0","1","3","3","4","2","2","98","3"
432020401,59,"jc",2022,1,"2",1970,"5",9,5,"2","ZA5665","1","1","1","1","2","2","4","1","3","1","0","1","0","0","0","1","0","0","0","4","4","5","3","2","1","2"
815379901,59,"jc",2022,2,"1",1943,"7",7,5,"2","ZA5665","1","4","4","1","4","1","4","1","4","0","0","0","0","0","0","0","0","0","0","5","4","5","2","2","1","3"
526474001,59,"jc",2022,1,"1",1943,"7",12,6,"2","ZA5665","1","2","1","3","3","1","2","6","5","1","0","0","0","0","0","1","0","0","0","3","2","3","3","98","1","2"
799829801,59,"jc",2022,3,"1",1979,"7",98,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147675902,59,"jc",2022,1,"2",1977,"5",7,7,"2","ZA5665","2","1","1","2","4","5","3","98","4","0","0","0","1","0","0","0","0","0","0","3","3","3","4","3","2","3"
418014304,59,"jc",2022,1,"2",1967,"4",5,2,"2","ZA5665","2","2","1","1","2","1","97","5","4","0","0","0","0","0","0","1","0","0","0","3","3","4","2","2","1","2"
893442704,59,"jc",2022,3,"1",1991,"7",4,5,"1","ZA5665","1","2","3","4","4","1","3","2","4","0","0","0","0","0","0","1","0","0","0","2","3","2","2","2","1","2"
172919502,59,"jc",2022,1,"1",1943,"4",NA,NA,"5","ZA5665","1","4","4","1","4","3","97","1","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","3","2","1","2"
751832202,59,"jc",2022,3,"2",1960,"4",13,4,"2","ZA5665","1","4","4","4","4","1","1","2","4","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","3"
485851701,59,"jc",2022,3,"2",1961,"6",7,5,"2","ZA5665","1","1","1","2","2","2","2",NA,"4","1","0","1","0","0","0","1","0","0","0","3","3","3","2","2","1","1"
360013501,59,"jc",2022,1,"1",1989,"6",13,8,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565214801,59,"jc",2022,1,"2",1957,"7",11,6,"2","ZA5665","2","1","1","1","4","4","3","1","5","1","0","0","0","0","0","1","1","0","0","4","3","4","2","2","1","2"
593772704,59,"jc",2022,1,"2",1968,"5",11,9,"2","ZA5665","1","1","1","5","2","4","2","7","4","1","0","0","0","0","0","0","0","0","0","2","2","1","98","98","2","2"
737058503,59,"jc",2022,4,"2",1943,"5",2,4,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890695302,59,"jc",2022,3,"2",1958,"4",10,3,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981705703,59,"jc",2022,3,"1",1961,"4",11,9,"2","ZA5665","1","2","1","1","5","4","3","5","4","0","0","0","0","0","0","0","0","0","0","3","3","4","2","3","1","2"
468784501,59,"jc",2022,1,"1",1961,"4",13,7,"1","ZA5665","1","1","1","5","5","3","1","2","4","0","0","0","0","0","0","1","0","0","1","4","3","4","3","2","2","3"
788929404,59,"jc",2022,4,"1",1944,"5",10,4,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984812201,59,"jc",2022,3,"2",1982,"7",7,6,"1","ZA5665","1","1","1","5","5","4","6","98","4","1","0","1","0","0","0","1","1","1","0","3","3","3","3","3","3","2"
502626703,59,"jc",2022,3,"2",1963,"7",2,6,"2","ZA5665","1","1","1","4","4","1","3","3","4","0","0","0","0","0","0","0","0","0","0","4","3","2","2","1","1","2"
568785503,59,"jc",2022,2,"1",1992,"7",9,6,"1","ZA5665","1","1","4","4","4","3","1","4","5","1","0","1","0","0","0","1","0","0","0","3","3","5","4","1","1","3"
295324501,59,"jc",2022,1,"1",1992,"7",12,8,"1","ZA5665","2","2","1",NA,"4","2","2","1","4","1","0","1","0","0","0","1","0","0","0","3","3","4","2","2","2","2"
389962703,59,"jc",2022,4,"1",1965,"5",2,98,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107099301,59,"jc",2022,3,"1",1995,"5",11,5,"1","ZA5665","1","1","1","4","4","3","1","6","4","1","0","1","0","0","0","1","0","0","1","3","3","4","3","3",NA,"2"
594217401,59,"jc",2022,1,"2",1964,"5",14,8,"1","ZA5665","1","1","1","5","4","4","1","98","3","1","0","0","0","0","0","1","1","0","0","3","3","3","3","2","1","2"
761700903,59,"jc",2022,1,"2",1970,"5",11,98,"2","ZA5665","1","4","1","3","4","4","1","98","4","1","0","0","0","0","0","0","0","0","0","4","4","5","3","3","1","2"
686998703,59,"jc",2022,2,"2",1967,"5",6,5,"2","ZA5665","1","1","2","5","4","4","4","98","1","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","98","2"
484507001,59,"jc",2022,1,"1",1978,"5",5,6,"2","ZA5665","2","1","1","4","4","5","4","2","5","1","0","0","0","0","0","0","0","0","0","3",NA,"4","4","3","3","3"
986239702,59,"jc",2022,1,"1",1945,"4",9,4,"2","ZA5665","1","1","2","1","2","4","3","2","4","1","0","0","0","0","0","1","0","0","0","4","4","4","1","2","2","2"
357078701,59,"jc",2022,1,"1",1989,"6",11,8,"1","ZA5665","1","1","5","5","5","2","1","4","5","0","0","1","1","0","1","1","1","0","0","4","4","5","3","2","98","98"
199782801,59,"jc",2022,1,"1",1956,"7",11,5,"2","ZA5665","1","1","1","5","5","4","3","4","4","0","0","0","0","0","0","0","0","0","0","3","4","5","2","98","2","2"
488802102,59,"jc",2022,2,"1",1948,"7",15,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841242204,59,"jc",2022,3,"2",1954,"7",4,4,"2","ZA5665","1","4","4","5","4","5","4","1","4","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","1","2"
634062502,59,"jc",2022,1,"1",1950,"4",98,98,"2","ZA5665","1","1","1","1","1","3","97",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","98","3","4","4"
428722801,59,"jc",2022,3,"1",1966,"7",8,3,"4","ZA5665","1","3","4","4","5","4","2","5","4","0","0","0","0","0","1","1","0","0","0","5","3","5","1","2","1","1"
504957701,59,"jc",2022,1,"1",1967,"7",14,9,"2","ZA5665","1","2","2","4","4","4","2","5","4","0","0","0","1","0","0","0","0","0","0","3","3","3","2","2","1","2"
346297904,59,"jc",2022,2,"2",1944,"4",3,1,"2","ZA5665","1","4","1","1","4","4","1","2","5","0","0","0","0","0","0","0","0","0","0","5","4","5","2","2","1","3"
353921503,59,"jc",2022,1,"2",1957,"5",8,7,"2","ZA5665","1","2","1","1","2","1","2","1","5","0","0","0","0","0","0","1","0","0","0","3","2","3","2","2","1","2"
892310603,59,"jc",2022,3,"1",1953,"5",8,8,"2","ZA5665","1","1","1","1","2","4","4","1","3","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","3"
724018901,59,"jc",2022,1,"2",1953,"4",5,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527643904,59,"jc",2022,4,"1",1995,"6",3,6,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595895901,59,"jc",2022,1,"2",1959,"7",8,9,"2","ZA5665","5","2","1","1","2","4","2","4","3","1","0","0","0","0","0","0","0","0","0","4","3","4","2","2","2","3"
192944804,59,"jc",2022,4,"1",1990,"7",13,9,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530792302,59,"jc",2022,1,"2",1979,"5",5,5,"1","ZA5665","1","2","2","1","5","2","3","1","4","0","0","1","0","0","0","0","0","0","0","3","3","3","3","2","2","2"
720034502,59,"jc",2022,1,"1",1948,"6",8,4,"2","ZA5665","1","2","2","1","4","3","3","1","4","0","0","0","0","0","0","1","0","0","0","3","3","3","2","2","2","2"
265603003,59,"jc",2022,4,"1",1977,"7",10,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808769101,59,"jc",2022,2,"1",1950,"7",12,6,"2","ZA5665","1","1","1","1","2","4","3","4","4","0","0","0","0","0","0","1","0","1","0","2","2","2","3","2","2","2"
847035001,59,"jc",2022,3,"1",1967,"5",8,2,"2","ZA5665","1","2","2","5","5","2","1","6","4","0","0","0","0","0","0","0","0","0","0","2","1","2","4","3","3","2"
225825901,59,"jc",2022,2,"2",1976,"5",10,8,"1","ZA5665","2","2","2","2","4","4","2","98","3","1","0","1","0","0","0","0","0","0","0","3","3","3","3","98","2","3"
835295903,59,"jc",2022,4,"2",1990,"5",3,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858045304,59,"jc",2022,2,"2",1959,"5",97,98,"2","ZA5665","1","1","1","4","4","2","1","98",NA,"0","0","0","0","0","0","0","0","0","0","3","3",NA,"2","2","1","3"
460453102,59,"jc",2022,1,"2",1945,"5",10,7,"1","ZA5665","1","1","2","1","4","4","2","98","4","1","0","0","0","0","0","1","0","0","0","4","3","5","2","2","2","2"
275263503,59,"jc",2022,3,"2",1967,"5",6,4,"2","ZA5665","1","1","1","1","5","3","2","98","4","0","0","0","0","0","0","1","0","0","0","3","3","3","3","2","2","3"
385987101,59,"jc",2022,2,"2",1976,"4",12,7,"2","ZA5665","1","1","2","1","5","4","1","2","5","1","0","1","0","0","0","1","0","0","0","4","4","5","3","2","1","1"
480348502,59,"jc",2022,2,"2",1960,"5",2,4,"2","ZA5665","2","1","1","4","4","4","1","98","1","1","0","0","0","0","0","1","1","0","0","2","3","3","4","3","1","2"
548962701,59,"jc",2022,1,"2",1964,"5",3,98,"2","ZA5665","1","2","2","1","2","2","1","98","3","0","0","0","0","0","0","1","0","0","0","3","3","4","3","2","4","3"
558156904,59,"jc",2022,2,"1",1947,"6",6,4,"2","ZA5665","1","3","4","4","4","4","2","7","5","0","0","0","0","0","0","0","0","0","0","3","4","4","3","3","1","98"
152340601,59,"jc",2022,1,"1",1949,"7",10,4,"2","ZA5665","1","2","2","1","4","3","3","1","3","1","0","0","0","0","0","0","0","0","0","4","3","2","3","2","1","2"
638127401,59,"jc",2022,1,"1",1962,"7",13,9,"2","ZA5665","1","2","1","1","4","4","1","3","4","0","0","0","0","0","0","1","0","0","0","3","3","3","2","2","1","3"
268596201,59,"jc",2022,1,"1",1969,"5",14,6,"2","ZA5665","1","1","4","5","5","3","1","2","5","0","0","0","1","0","0","0","0","0","0","3","4","4","2","98","1","3"
426902501,59,"jc",2022,1,"2",1963,"5",6,3,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930228401,59,"jc",2022,4,NA,1956,"4",5,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239341001,59,"jc",2022,1,"1",1952,"7",7,6,"2","ZA5665","1","2","1","1","2","2","5","2","4","0","0","0","0","0","0","0","0","0","0","5","4","5","1","98","1","2"
428518204,59,"jc",2022,3,"2",1950,"5",12,5,"2","ZA5665","1","1","1","1","2","4","2","98","5","0","0","0","0","0","0","0","0","0","0","3","3","3","3","2","2","2"
283798601,59,"jc",2022,1,"2",1958,"7",10,6,"2","ZA5665","1","2","1","1","1","4","1","98","4","1","0","0","0","0","0","0","0","0","0","3","3","3","2","2","2","2"
708448801,59,"jc",2022,4,"2",1965,"6",13,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390306004,59,"jc",2022,3,"1",1958,"7",4,6,"2","ZA5665","1","1","1","4","4","4","97","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","2","2","2","3"
970580701,59,"jc",2022,2,"1",1951,"7",13,7,"2","ZA5665","2","2","2","1","4","1","4","5","4","0","0","0","0","0","0","1","0","0","1","4","3","4","3","2","1","2"
945878504,59,"jc",2022,4,"2",1964,"5",4,6,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388021404,59,"jc",2022,3,"2",1943,"4",8,4,"5","ZA5665","1","1","1","1","3","4","2","2","5","0","0","0","0","0","0","0","0","0","0","3","3","2","3","2","1","3"
777582102,59,"jc",2022,1,"1",1971,"7",13,7,"1","ZA5665","3","1","1","3","4","4","3","4","4","0","0","0","0","0","0","0","0","0","0","4","4","4","2","3","3","2"
188115603,59,"jc",2022,1,"2",1953,"5",5,4,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350291604,59,"jc",2022,1,"2",1959,"7",14,7,"2","ZA5665","2","3","1","1","3","2","4","2","4","0","0","0","0","0","0","0","0","0","0","4","2","2","2","2","2","1"
396950501,59,"jc",2022,1,"1",1960,"5",8,6,"4","ZA5665","4","2","1","2","5","4","1",NA,"4","1","0","1","0","0","0","0","0","0","0","3","3","3","98","2","2","3"
921576801,59,"jc",2022,4,"1",1986,"6",9,98,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277356601,59,"jc",2022,1,"2",1980,"7",10,4,"1","ZA5665","4","1","4","5","5","4","2","1","4","1","0","0","1","0","1","1","0","0","0","3","3","1","1","3","1","2"
967458003,59,"jc",2022,1,"2",1965,"7",5,7,"2","ZA5665","2","2","2","4","4","4","4","98","3","0","0","0","0","0","0","1","1","0","0","3","3","3","3","3","3","2"
894564304,59,"jc",2022,3,"1",1973,"5",12,7,"2","ZA5665","2","1","1","2","4","4","5","1","4","0","0","0","0","0","0","1","0","0","0","1","1","1","2","1","1","4"
300254903,59,"jc",2022,1,"2",1955,"5",15,9,"2","ZA5665","5","3","1","5","3","1","2","2","5","1","0","0","0","0","0","1","0","0","0","5","4","5","3","2","1","2"
436487301,59,"jc",2022,1,"1",1993,"7",12,7,"1","ZA5665","4","4","2","5","5","5","3","98","4","1","0","1","0","0","1","1","0","0","0","3","3","5","2","98","2","2"
127082201,59,"jc",2022,3,"1",1978,"7",13,8,"2","ZA5665","3","2","1","1","2","3","1","6","4","1","0","1","1","0","1","1","0","0","0","1","3","3","3","1","1","1"
856998302,59,"jc",2022,4,"2",1943,"4",5,5,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543483202,59,"jc",2022,4,"1",1969,"7",13,9,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145922703,59,"jc",2022,3,"1",1964,"7",12,6,"2","ZA5665","1","2","2","3","3","2","1","98","5","1","0","0","1","0","1","1","0","0","1","4","4","3","2","2","1","3"
468689901,59,"jc",2022,1,"1",1964,"5",11,6,"2","ZA5665","2","1","1","4","5","1","3","6","1","0","1","0","0","0","0","1","0","0","0","1","1","1","4","3","4","3"
629867703,59,"jc",2022,1,"2",1965,"5",11,9,"2","ZA5665","2","2","4","3","4","4","2","1","4","1","0","0","0","0","0","1","1","0","0","2","3","4","4","1","1","4"
463046804,59,"jc",2022,4,"1",1995,"7",4,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957081601,59,"jc",2022,1,"1",1965,"6",14,9,"4","ZA5665","1","2","2","5","4","1","1","2","4","0","0","0","1","0","1","1","0","0","0","4","3","5","1","1","1","1"
944680601,59,"jc",2022,1,"1",1950,"5",8,6,"2","ZA5665","1","1","1","2","4","4","1","6","3","1","0","0","0","0","0","1","0","0","0","3","3","3","3","3","2","2"
934503601,59,"jc",2022,1,"2",1963,"5",4,6,"2","ZA5665","1","1","1","1","1","2","2","98","4","1","0","0","0","0","0","1","0","0","0","3","3","3","4","98","1","2"
507206501,59,"jc",2022,1,"2",1951,"5",3,4,"2","ZA5665","1","1","1","1","3","1","3","2","4","0","0","0","0","0","0","0","0","0","0","4","3","4","2","1","1","2"
775116802,59,"jc",2022,4,"1",1943,NA,12,7,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544487803,59,"jc",2022,1,"2",1981,"7",12,8,"2","ZA5665","2","4","2","4","4","3","1","5","4","1","0","1","0","0","1","1","1","0","0","4","3","4","2","1","1","2"
985381101,59,"jc",2022,1,"2",1946,"5",6,2,"1","ZA5665","1","3","5","3","3","4","4",NA,"5","1","1","0","0","0","0","1","0","0","0","3","3","5","4","2","2","4"
131887002,59,"jc",2022,1,"2",1991,"6",9,7,"2","ZA5665","1","1","3","5","3","1",NA,"98","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","2","3","1","2"
701484001,59,"jc",2022,3,"1",1982,"7",13,6,"2","ZA5665","1","3","1","1","4","1","1","5","3","1","0","1","1","0","1","1","0","0","0","3","3","5","2","2","3","1"
